key,singer
1140,Bibi Osterwald
1141,Al Haig Trio
1142,Dick Beavers
1143,Dan Dailey
1144,Stan Kenton & His Orchestra
1145,Lucie Danieli
1146,Nicolai Gedda
1147,Plinio Clabassi
1148,Renato Ercolani
1149,Ella Fitzgerald
1150,Mario Borriello
1151,Sugar Chile Robinson
1152,Louise Bogan
1153,Little Jimmy Scott
1154,Tony Fruscella
1155,Bud Powell
1156,Theodore Bikel
1157,Stan Getz
1158,Helen Merrill
1159,George Shearing Quintet
1160,Robert Frost
1161,Léo Delibes
1162,Milt Jackson
1163,Nelson Riddle
1164,The Famous Davis Sisters
1165,Les Paul
1166,Sammy Davis Jr.
1167,Cannonball Adderley
1168,Fairuz
1169,Miles Davis
1170,Mario Carlin
1171,The Modern Jazz Quartet
1172,Tito Puente & His Orchestra
1173,Peggy Lee
1174,Philippe Clay
1175,Trio Lissabet
1176,Xavier Cugat & His Orchestra
1177,Dave Brubeck Trio
1178,Gerry Mulligan
1179,Carmen McRae
1180,Charles Aznavour
1181,Dave Brubeck
1182,Don Shirley
1183,Frances Archer
1184,Beverly Gile
1185,Buddy Rich
1186,Shirl Conway
1187,Plain And Fancy
1188,Glenn Gould
1189,Toronto Symphony Orchestra
1190,Ernest Macmillan
1191,Ravi
1192,Kalyanji Virji Shah
1193,Sarah Vaughan
1194,Peggy Seeger
1195,Tony Bennett
1196,Sonny Burke & His Orchestra
1197,Hampton Hawes Trio
1198,Nat King Cole
1199,Gene Krupa Big Band
1200,Roy Eldridge
1201,The Clovers
1202,Miles Davis Sextet
1203,The Platters
1204,Duke Ellington
1205,Julie London
1206,Zoot Sims
1207,Donald Byrd
1208,Art Pepper
1209,Small Island Pride
1210,The Ray Conniff Singers
1211,Moondog
1212,Paul Clayton
1213,Celia Cruz
1214,The Clancy Brothers
1215,Tommy Makem
1216,Gene Vincent & His Blue Caps
1217,Merle Travis
1218,Ray Price
1219,Hank Thompson
1220,Hank Thompson And His Brazos Valley Boys
1221,Bobby Capo
1222,Frederick Loewe
1223,My Fair Lady Ensemble (1959)
1224,Cyril Ornadel
1225,Stubby Kaye
1226,Cal Tjader
1227,Paul Chambers
1228,John Coltrane
1229,Herb Ellis
1230,Mahalia Jackson
1231,Bob Dorough
1232,Lester Young
1233,Dean Martin
1234,Carmen Delia Dipini
1235,Johnny Rodriguez Y Su Trio
1236,Jerry Lewis
1237,Lord Cristo
1238,Tennessee Ernie Ford
1239,Buddy Bregman
1240,Otis Rush
1241,Robert Coote
1242,Rex Harrison
1243,Betty Woolfe
1244,Bill Evans
1245,J.J. Johnson
1246,Kai Winding
1247,Antônio Carlos Jobim
1248,Vinícius de Moraes
1249,The McGuire Sisters
1250,The Hank Jones Trio
1251,Red Garland Trio
1252,Art Farmer
1253,Billie Holiday
1254,Johnny Cash
1255,Louis Prima
1256,Sam Butera & The Witnesses
1257,Keely Smith
1258,Sonny Clark
1259,Sonny Rollins
1260,The Brute Force Steel Band
1261,John Lewis
1262,Yusef Lateef
1263,Carlos Argentino
1264,Oscar Peterson Quartet
1265,Carl Perkins
1266,Red Garland
1267,Art Taylor
1268,Curtis Fuller
1269,Eddie Cochran
1270,Lena Horne
1271,Clark Terry
1272,The Chordettes
1273,West Side Story Original Broadway Cast
1274,Wilbur Ware
1275,Shadow Wilson
1276,Thelonious Monk Septet
1277,The Dave Brubeck Quartet
1278,Fred Astaire
1279,Audrey Hepburn
1280,Ravi Shankar
1281,Jimmy Giuffre
1282,The Cinderella Orchestra
1283,Lee Konitz
1284,Gerry Mulligan Quartet
1285,Mal Waldron All-Stars
1286,Miles Davis Quintet
1287,Lee Morgan
1288,Jutta Hipp
1289,Jon Cypher
1290,Julie Andrews
1291,B.B. King
1292,Barney Kessel
1293,Shelly Manne
1294,Ray Brown
1295,Bobby Helms
1296,Ricky Nelson
1297,Jim Hall
1298,June Christy
1299,The Everly Brothers
1300,Gene Krupa
1301,Hank Mobley
1302,Frank Sinatra
1303,Gloria Lynne
1304,Art Blakey & The Jazz Messengers
1305,Sy Oliver & His Orchestra
1306,Champion Jack Dupree
1307,Thelonious Monk Quartet
1308,Johnny Griffin
1309,The Roberta Martin Singers
1310,Henry Mancini
1311,Bobby Day
1312,Alexander Borodin
1313,Betty Wand
1314,Frankie Laine
1315,Martin Denny
1316,Frankie Lymon
1317,The Drifters
1318,Michel Legrand
1319,Johnny Mathis
1320,Paul Weston
1321,Javier Solís
1322,Esquivel!
1323,Bobby Darin
1324,Maurice Chevalier
1325,Sister Rosetta Tharpe
1326,Sam Price Trio
1327,Ray Ellis & His Orchestra
1328,Les Paul & Mary Ford
1329,Sylvia Rexach
1330,Tuti Umpierre
1331,Ray Charles
1332,Big Maybelle
1333,The Four Freshmen
1334,Jimmy Reed
1335,Jerry Lee Lewis
1336,Lonnie Donegan & His Skiffle Group
1337,Jerry Vale
1338,Roger Williams
1339,Jule Styne
1340,Stephen Sondheim
1341,Milton Rosenstock
1342,Jack Kerouac
1343,Dave Van Ronk
1344,Sons of the Pioneers
1345,Nina Simone
1346,Albert Hay Malotte
1347,Sérgio Murillo
1348,Lloyd Price
1349,Paul Desmond
1350,Oscar Peterson Trio
1351,Harry Nilsson
1352,Tito Rodriguez
1353,Ornette Coleman
1354,Harold Arlen
1355,Mormon Tabernacle Choir
1356,Arthur Harris
1357,The Isley Brothers
1358,Tom Lehrer
1359,The Stanley Brothers
1360,The Clinch Mountain Boys
1361,James McGranahan
1362,R. D. Burman
1363,The Percy Faith Strings
1364,Wynton Kelly
1365,Debbie Reyolds
1366,Billy Vaughn
1367,Cannonball Adderley Quartet
1368,Richard P. Condie
1369,Conway Twitty
1370,Modern Jazz Giants
1371,Bo Diddley
1372,Serge Gainsbourg
1373,Bill Evans Trio
1374,Neil Sedaka
1375,Beverly Kenney
1376,Jorma Ikävalko
1377,Pirteät Pelimannit
1378,Sam Cooke
1379,John Hughes
1380,Frank Asper
1381,Alexander Schreiner
1382,Frankie Avalon
1383,John Bacchus Dykes
1384,The Philadelphia Brass Ensemble & Percussion
1385,Irving Burgie
1386,Chad Mitchell Trio
1387,Sheldon Allman
1388,Enrique Guzman
1389,Burl Ives
1390,Annette Funicello
1391,Johnnie Taylor
1392,Miklós Rózsa
1393,Chuck Berry
1394,Bhupinder Singh
1395,Suresh Wadkar
1396,Dueto America
1397,Muddy Waters
1398,Etta James
1399,Elmore James
1400,Shirley Verrett
1401,Rudolf Petrak
1402,Donaldson Bell
1403,Marilyn Monroe
1404,Ahmad Jamal
1405,Jimmy Bryant
1406,Speedy West
1407,Brook Benton
1408,David Nadien
1409,Ernestine Anderson
1410,Connie Francis
1411,Hugo Montenegro
1412,Wes Montgomery
1413,Patti Page
1414,The Brothers Four
1415,Dion & The Belmonts
1416,Nelson Gonçalves
1417,Sonny Stitt
1418,Don Ralke
1419,La Sonora Santanera
1420,Mel Tormé
1421,The Marty Paich Orchestra
1422,Bob Newhart
1423,Kitty Kallen
1424,Bobby Vee
1425,The Paul Smith Quartet
1426,Los Blue Caps
1427,Nat Adderley
1428,Bobby Timmons
1429,Percy Heath
1430,Sam Jones
1431,Sandy Nelson
1432,Eric Dolphy
1433,Charles Strouse
1434,Susan Watson
1435,Chita Rivera
1436,Jessica Albright
1437,Vicki Belmonte
1438,Elliot Lawrence
1439,Los Teen Tops
1440,Billy Mure
1441,Jim & Jesse
1442,John Lee Hooker
1443,Radha Vishwanathan
1444,Ahmad Jamal Trio
1445,Dexter Gordon
1446,Leon Fleisher
1447,Pierre Fournier
1448,Jimmy Dean
1449,Wanda Jackson
1450,The Marvelettes
1451,Sue Thompson
1452,Geoff Love & His Orchestra
1453,Charlie Rouse
1454,Dion
1455,Les Chats Sauvages
1456,Dick Rivers
1457,Robert Shaw
1458,Alvin & The Chipmunks
1459,Maureen O’Hara
1460,Gürzenich Orchester Köln
1461,Jim Bryant
1462,West Side Story Orchestra
1463,Hank Jones
1464,Ray Barretto
1465,Ron Carter
1466,Lex Humphries
1467,Hampton Hawes
1468,Harold Land
1469,Scott LaFaro
1470,Frank Butler
1471,Del Shannon
1472,Aretha Franklin
1473,Los Cometas
1474,Grant Green
1475,Tommy Sands
1476,Little Richard
1477,The Mar-Keys
1478,James Brown & The Famous Flames
1479,The Shirelles
1480,Bob Wills
1481,Georges Delerue
1482,Della Reese
1483,Philippe Entremont
1484,Yo-Yo Ma
1485,Cecil Taylor
1486,Lee Dorsey
1487,Charlie Palmieri
1488,Celio Gonzalez
1489,Brian Hyland
1490,Chubby Checker
1491,Elvis Presley
1492,The Jordanaires
1493,The Ventures
1494,James Cleveland
1495,The Angelic Choir
1496,Charlie Byrd
1497,Pat Boone
1498,Roy Haynes Quartet
1499,Mabuhay Singers
1500,Gil Evans
1501,Jimmy Cobb
1502,Astor Piazzolla
1503,Solomon Burke
1504,Shel Silverstein
1505,The Rip Chords
1506,Sun Ra
1507,Lalo Schifrin
1508,Richard Chamberlain
1509,Woody Guthrie
1510,Mose Allison
1511,Si Zentner
1512,The Village Stompers
1513,The Gospel Clefs
1514,Johnny Pacheco
1515,Stevie Wonder
1516,The Supremes
1517,The Manhattan Pops
1518,Buddy Greco
1519,Tom Rush
1520,Claude King
1521,Pete Drake
1522,Adolphe Adam
1523,Cliff Richard
1524,The Shadows
1525,Irma Serrano
1526,David Burns & Brian Davies
1527,James Brown
1528,Spoken Word
1529,Little Roy Wiggins
1530,McCoy Tyner Trio
1531,Hermanos Carrion
1532,Herbie Hancock
1533,Eddie Sauter
1534,Amália Rodrigues
1535,"Les Brown, Jr."
1536,The Crypt-Kickers
1537,Hayley Mills
1538,王秀如
1539,Bob Dylan
1540,Frankie Valli & The Four Seasons
1541,"Peter, Paul and Mary"
1542,J.B. Lenoir
1543,Sunnyland Slim
1544,The Beach Boys
1545,Rufus Thomas
1546,Bill Cosby
1547,Bob Brookmeyer
1548,Columbia Studio Orchestra
1549,Bye Bye Birdie Ensemble
1550,Ben Webster
1551,Joe Zawinul
1552,Joe Henderson
1553,The Crystals
1554,Cookie & The Cupcakes
1555,The Impressions
1556,The Chantays
1557,McCoy Tyner
1558,Marvin Gaye
1559,Ann-Margret
1560,Janet Leigh
1561,Bobby Rydell
1562,Dick Van Dyke
1563,The Tymes
1564,Maynard Ferguson
1565,Edoardo Vianello
1566,George Jones
1567,Melba Montgomery
1568,Lesley Gore
1569,Patsy Cline
1570,Johnny Hartman
1571,Kenny Burrell
1572,Andy Williams
1573,Los Rurales De Gilberto Parra
1574,Jimmy Durante
1575,The Challengers
1576,Marty Paich
1577,Billy Strayhorn
1578,Lee Hazlewood
1579,Kenny Graham
1580,水柳仙
1581,Paul Petersen
1582,Roy Orbison
1583,The Searchers
1584,The Rolling Stones
1585,Joe Pass
1586,Georges Prêtre
1587,于璇
1588,Dionne Warwick
1589,Los Indios Tabajaras
1590,Eddie Palmieri
1591,Little Anthony & The Imperials
1592,Tammy Wynette
1593,Stonewall Jackson
1594,The Temptations
1595,The Swinging Blue Jeans
1596,Robert Goulet
1597,The Dillards
1598,Flatt & Scruggs
1599,Mary Wells
1600,The Intruders
1601,Eddy Arnold
1602,The Valentinos
1603,John Coltrane Quartet
1604,Fess Parker
1605,Sonny Chillingworth
1606,The Kinks
1607,Eydie Gormé
1608,Los Panchos
1609,Buffy Sainte-Marie
1610,Irma Thomas
1611,Dock Boggs
1612,The Dubliners
1613,Luke Kelly
1614,Los Tres Reyes
1615,Bobby Vinton
1616,Nancy Wilson
1617,Tom Paxton
1618,Choeurs Rene Duclos
1619,Paris Opera Orchestra
1620,Ron Furmanek
1621,Sweet
1622,Bert Kaempfert
1623,Brenda Lee
1624,Wilfrid Hyde-White
1625,Vince Guaraldi
1626,Bola Sete
1627,Lorne Greene
1628,Donovan
1629,The Paul Butterfield Blues Band
1630,The Who
1631,The Animals
1632,The Easybeats
1633,Jackson C. Frank
1634,Otis Redding
1635,The Soul Stirrers
1636,Wilson Pickett
1637,Them
1638,Van Morrison
1639,Vince Guaraldi Trio
1640,Ennio Morricone
1641,Patty Duke
1642,Barry McGuire
1643,Eric Burdon & the Animals
1644,Al Martino
1645,The Byrds
1646,Dottie West
1647,Eddie Harris
1648,Chad & Jeremy
1649,Smokey Robinson & The Miracles
1650,The Righteous Brothers
1651,Frank Chacksfield & His Orchestra
1652,環球管弦樂隊
1653,Paul Simon
1654,Miguel Angel
1655,The Staple Singers
1656,Sonny & Cher
1657,Porter Wagoner
1658,Astrud Gilberto
1659,The New Christy Minstrels
1660,Billy Stewart
1661,The Sonics
1662,Europe
1663,Jody Miller
1664,Bert Jansch
1665,John Renbourn
1666,Peaches & Herb
1667,Waylon Jennings
1668,Syd Dale
1669,Rosemary Clooney
1670,Earl Wild
1671,Jascha Horenstein
1672,Johnny Rivers
1673,Percy Sledge
1674,The Seeds
1675,The Chambers Brothers
1676,Tim Buckley
1677,John Mayall & The Bluesbreakers
1678,Eric Clapton
1679,The Monkees
1680,Gerhart Wiesenhütter
1681,Gewandhausorchester Leipzig
1682,Jerry Herman
1683,Charles Braswell
1684,Mame Ensemble
1685,Donald Pippin
1686,Jefferson Airplane
1687,Hariharan
1688,Sadhana Sargam
1689,Love
1690,Roy Harper
1691,Frank Zappa
1692,The Mothers Of Invention
1693,Red Simpson
1694,Leonard de Paur
1695,Paul Anka
1696,Hank Williams
1697,Gábor Szabó
1698,Bobby Hebb
1699,Luther Ingram
1700,Percy Faith & His Orchestra & Chorus
1701,Renata Scotto
1702,Dino & The Deltones
1703,The Music Machine
1704,Fontella Bass
1705,Tommy James & The Shondells
1706,Big Mama Thornton
1707,Muddy Waters Blues Band
1708,Vicente Fernández
1709,The Beatles
1710,David Bowie
1711,Joey Pastrana and His Orchestra
1712,Juilliard String Quartet
1713,Vladimir Golschmann
1714,Ramsey Lewis
1715,Captain Beefheart & His Magic Band
1716,Tammi Terrell
1717,The Moody Blues
1718,Gladys Knight & The Pips
1719,The Mamas & The Papas
1720,Albert King
1721,Mahendra Kapoor
1722,Canned Heat
1723,Buffalo Springfield
1724,Betty Harris
1725,Glen Campbell
1726,The West Coast Pop Art Experimental Band
1727,The Box Tops
1728,The 5th Dimension
1729,Kaleidoscope
1730,Gene Clark
1731,The Gosdin Brothers
1732,Caetano Veloso
1733,Gary Lewis & The Playboys
1734,Brenton Wood
1735,Burt Bacharach
1736,Itzhak Perlman
1737,Erich Leinsdorf
1738,Boston Symphony Orchestra
1739,Small Faces
1740,Arlo Guthrie
1741,The Velvet Underground
1742,Nico
1743,Harpers Bizarre
1744,Country Joe & The Fish
1745,The Electric Prunes
1746,Mantovani
1747,Dolly Parton
1748,Judy Collins
1749,Francesco De Masi
1750,Johnny Colon
1751,Eddie Beram
1752,Los Gatos
1753,John Fahey
1754,Spanky & Our Gang
1755,Kishore Kumar
1756,Lou Donaldson
1757,Blue Cheer
1758,Willie Nelson
1759,Grateful Dead
1760,Chris Montez
1761,Mongo Santamaria
1762,Fleetwood Mac
1763,Iron Butterfly
1764,Diana Ross & The Supremes
1765,Nancy Sinatra
1766,The Electric Flag
1767,Amalia Mendoza
1768,Os Mutantes
1769,The Sweet Inspirations
1770,The Foundations
1771,Los Corraleros De Majagual
1772,Eliseo Herrera
1773,Free
1774,The United States Of America
1775,Gary McFarland & Co.
1776,Silver Apples
1777,The Village Callers
1778,Big Brother & The Holding Company
1779,Janis Joplin
1780,Four Tops
1781,Jerry Jeff Walker
1782,La Lupe
1783,Jeff Beck
1784,"Blood, Sweat & Tears"
1785,The Association
1786,Ultimate Spinach
1787,Neil Diamond
1788,Joni Mitchell
1789,Arthur Conley
1790,Sly & The Family Stone
1791,Charley Pride
1792,Twice As Much
1793,Vashti
1794,Barbara Mason
1795,Dillard & Clark
1796,The Chocolate Watchband
1797,Joe Bataan
1798,Traffic
1799,Strawberry Alarm Clock
1800,Joya Landis
1801,Betty Wright
1802,Steppenwolf
1803,James Taylor
1804,Barbra Streisand
1805,Leonard Cohen
1806,Mighty Baby
1807,Mulatu Astatke
1808,Johnny Winter
1809,Edgar Winter
1810,The Band
1811,Keef Hartley Band
1812,Gal Costa
1813,Bee Gees
1814,Linda Ronstadt
1815,Jethro Tull
1816,Pink Floyd
1817,Townes Van Zandt
1818,Willie Hutch
1819,Neil Young
1820,"Crosby, Stills & Nash"
1821,Buddy Holly
1822,Sherman Edwards
1823,William Daniels
1824,Rex Everhart
1825,David Vosburgh
1826,Henry Le Clair
1827,Ken Howard
1828,Peter Howard
1829,101 Strings Orchestra
1830,The Allman Brothers Band
1831,Fairport Convention
1832,Joan Manuel Serrat
1833,Peppermint Rainbow
1834,Vampire Sound Inc.
1835,Lil Boodang
1836,Al Green
1837,Chicago
1838,Sam & Dave
1839,Georgie Fame
1840,Quincy Jones
1841,Matt Monro
1842,Ronald Holgate
1843,Betty Buckley
1844,Little Walter
1845,Scott Walker
1846,Karen Dalton
1847,Alice Coltrane
1848,Jimmy Cliff
1849,Sunforest
1850,Piero
1851,Thelma Houston
1852,Louis Hardin
1853,Steve Young
1854,Joe South
1855,Yes
1856,Deep Purple
1857,Led Zeppelin
1858,Loretta Lynn
1859,John Denver
1860,Elton John
1861,Jimmy Ruffin
1862,The Hollies
1863,Merle Haggard
1864,1910 Fruitgum Company
1865,Three Dog Night
1866,Martha Reeves & The Vandellas
1867,Vashti Bunyan
1868,Ry Cooder
1869,Willie Dixon
1870,The Meters
1871,Dave Mason
1872,James Gang
1873,The Fabulous Thunderbirds
1874,Shuggie Otis
1875,Bob & Marcia
1876,King Crimson
1877,The Jackson 5
1878,Roberto Luti
1879,Kris Kristofferson
1880,Tomaso Albinoni
1881,Claudio Scimone
1882,I Solisti Veneti
1883,Pierre Pierlot
1884,Grand Funk Railroad
1885,Curtis Mayfield
1886,Donny Hathaway
1887,Genesis
1888,Boston Pops Orchestra
1889,Exuma
1890,Chet Atkins
1891,Jerry Reed
1892,Johnny Pearson
1893,Yusuf / Cat Stevens
1894,Gentle Giant
1895,Stéphane Grappelli
1896,Quintette du Hot Club de France
1897,Rodríguez
1898,Mountain
1899,Taste
1900,John Cale
1901,Ladysmith Black Mambazo
1902,Lucio Dalla
1903,The Cannonball Adderley Quintet
1904,Freddie Hubbard
1905,The Doors
1906,Bread
1907,Funkadelic
1908,Anoushirvan Rohani
1909,Derek & The Dominos
1910,Jimi Hendrix
1911,Riz Ortolani
1912,Katyna Ranieri
1913,Paul McCartney
1914,Linda McCartney
1915,Allen Toussaint
1916,Michael Hurley
1917,Roberta Flack
1918,Link Wray
1919,Johnny Paycheck
1920,Ann Peebles
1921,Mahavishnu Orchestra
1922,John McLaughlin
1923,"Crosby, Stills, Nash & Young"
1924,T. Rex
1925,Alice Cooper
1926,Stanley Turrentine
1927,Cher
1928,Bridget St John
1929,Santana
1930,Don McLean
1931,Elis Regina
1932,Billy Joel
1933,David Crosby
1934,Eugene McDaniels
1935,Black Oak Arkansas
1936,The Dramatics
1937,Jessye Norman
1938,BBC Symphony Orchestra
1939,Sir Colin Davis
1940,Leslie Bricusse
1941,Anthony Newley
1942,Faces
1943,John Sebastian
1944,Graham Nash
1945,Steve Winwood
1946,Bill Wyman
1947,Charlie Watts
1948,Hubert Sumlin
1949,John Hartford
1950,Deodato
1951,Loggins & Messina
1952,The Flying Burrito Brothers
1953,Bobby Valentin
1954,John Prine
1955,Lani Hall
1956,Blue Öyster Cult
1957,Dr. John
1958,The Edgar Winter Group
1959,Heatwave
1960,Harold Melvin & The Blue Notes
1961,Sharon Paige
1962,Michael Jackson
1963,Diana Ross
1964,Carly Simon
1965,Melba Moore
1966,Seals and Crofts
1967,The Southern California Community Choir
1968,Arthur Verocai
1969,ZZ Top
1970,Tito Puente
1971,Johnny Nash
1972,Big Star
1973,The Doobie Brothers
1974,Elia y Elizabeth
1975,JD Souther
1976,Paul Winter
1977,Chick Corea
1978,Looking Glass
1979,Randy Newman
1980,The Stylistics
1981,Milton Nascimento
1982,Quarteto Em Cy
1983,The J. Geils Band
1984,Geoffrey Haslam
1985,The Violinaires
1986,Nolan Porter
1987,The Osmonds
1988,Roxy Music
1989,America
1990,Elf
1991,Phyllis Dillon
1992,David Bromberg
1993,Bob Weir
1994,Andrea McArdle
1995,Raymond Thorne
1996,Reid Shelton
1997,Annie Ensemble
1998,The Jimmy Castor Bunch
1999,The Wailers
2000,Wings
2001,The Mothers
2002,Bachman-Turner Overdrive
2003,Mia Martini
2004,Alain Goraguer
2005,War
2006,Irwin Kostal
2007,Debbie Reynolds
2008,Chuck Mangione
2009,Esther Satterfield
2010,Gregg Allman
2011,Jim Croce
2012,Lynyrd Skynyrd
2013,Anne Murray
2014,Gram Parsons
2015,Electric Light Orchestra
2016,The Manhattans
2017,The Stooges
2018,Pescado Rabioso
2019,Jackie Moore
2020,Bill Wilson
2021,El Chicano
2022,The Ozark Mountain Daredevils
2023,"Earth, Wind & Fire"
2024,Shailendra Singh
2025,The Charlie Daniels Band
2026,Carl Anderson
2027,Ted Neeley
2028,John Holt
2029,Stephen Stills
2030,Luis Bacalov
2031,Charlie Daniels
2032,George Harrison
2033,Chris LeDoux
2034,Cass Elliot
2035,Kevin Ayers
2036,REO Speedwagon
2037,The Sylvers
2038,Luciano Pavarotti
2039,Tom Krause
2040,Pier Francesco Poli
2041,Piero de Palma
2042,John Alldis Choir
2043,Zubin Mehta
2044,Fall Out Boy
2045,Lyn Christopher
2046,Camilo Sesto
2047,Bob Bingham
2048,Kurt Yaghjian
2049,Queen
2050,Luiz Melodia
2051,Jackson Browne
2052,Tower Of Power
2053,Rick Wakeman
2054,Jimmy Buffett
2055,Henry Gibson
2056,Grupo La Rebelion
2057,Redbone
2058,Ronnie Milsap
2059,José Velez
2060,Minnie Riperton
2061,Tommy Olivencia y Su Orquesta
